SucursalID,ClienteID,NombreSucursal,Direccion,Provincia,Localidad,Latitud,Longitud,CodigoPostal
1079,486,Sucursal 1,Calle Mendoza N° 71,Formosa,Formosa Capital,-26.18422,-58.183637,3600
1080,487,Sucursal 1,Diagonal Omar Nuñez N° 690,Corrientes,Corrientes Capital,-27.481751,-58.837222,3400
1081,487,Sucursal 2,Av. 4 N° 879,Chaco,Barranqueras,-27.48129,-58.933182,3503
1082,487,Sucursal 3,Av. J.J. Castelli N° 8313,Misiones,Posadas,-27.36763,-55.897043,3300
1083,487,Sucursal 4,Avenida 6 N° 12,Entre Ríos,Paraná,-31.740179,-60.511583,3100
1084,487,Sucursal 5,Av. Corrientes N° 577,Entre Ríos,Concordia,-31.382119,-58.014649,3200
1085,488,Sucursal 1,Diag. 1 N° 98,Misiones,Apóstoles,-27.917876,-55.768908,3350
1086,488,Sucursal 2,Diagonal 179 A N° 414,Chaco,Charata,-27.21867,-61.20144,3730
1087,488,Sucursal 3,Calle G. Brown N° 7489,Formosa,Formosa Capital,-26.184069,-58.184571,3600
1088,488,Sucursal 4,Avenida San Luis N° 297,Corrientes,Goya,-29.14251,-59.263994,3450
1089,489,Sucursal 1,Diag. Güemes N° 338,Formosa,El Colorado,-26.297455,-59.365429,3603
1090,489,Sucursal 2,Calle Formosa N° 183,Chaco,Charata,-27.218606,-61.201948,3730
1091,490,Sucursal 1,Calle Resistencia N° 78,Chaco,Resistencia,-27.452673,-58.988353,3500
1092,491,Sucursal 1,Camino 8 N° 92,Formosa,Ingeniero Juárez,-23.902241,-61.851438,3636
1093,491,Sucursal 2,Avenida Malvinas Argentinas N° 477,Chaco,Resistencia,-27.452869,-58.984357,3500
1094,492,Sucursal 1,Av. Rivadavia N° 486,Misiones,Posadas,-27.364232,-55.898212,3300
1095,492,Sucursal 2,Av. Güemes N° 873,Misiones,Apóstoles,-27.916461,-55.768724,3350
1096,492,Sucursal 3,Av. San Juan N° 718,Chaco,Charata,-27.218971,-61.20285,3730
1097,492,Sucursal 4,Diagonal 9 N° 913,Formosa,Formosa Capital,-26.181689,-58.180613,3600
1098,493,Sucursal 1,Avenida 5 N° 256,Corrientes,Mercedes,-29.184274,-58.077469,3470
1099,493,Sucursal 2,Av. J.B. Alberdi N° 379,Formosa,Clorinda,-25.284312,-57.715467,3610
1100,493,Sucursal 3,Diagonal J.B. Alberdi N° 18,Formosa,Formosa Capital,-26.180924,-58.180482,3600
1101,494,Sucursal 1,Av. Mitre N° 9643,Formosa,Ingeniero Juárez,-23.898629,-61.847466,3636
1102,495,Sucursal 1,Av. 155 B N° 2971,Entre Ríos,Gualeguaychú,-33.010126,-58.510926,2820
1103,495,Sucursal 2,Calle J.M. de Rosas N° 2960,Corrientes,Goya,-29.142563,-59.262394,3450
1104,495,Sucursal 3,Diagonal Río Gallegos N° 427,Chaco,Charata,-27.219551,-61.199295,3730
1105,495,Sucursal 4,Av. Río Negro N° 565,Chaco,Barranqueras,-27.483624,-58.935745,3503
1106,496,Sucursal 1,Av. 1 N° 4658,Formosa,El Colorado,-26.299152,-59.366199,3603
1107,496,Sucursal 2,Av. San Miguel de Tucumán N° 345,Chaco,Barranqueras,-27.481612,-58.931697,3503
1108,497,Sucursal 1,Av. Resistencia N° 71,Corrientes,Corrientes Capital,-27.482998,-58.832503,3400
1109,497,Sucursal 2,Av. Buenos Aires N° 4049,Entre Ríos,Concordia,-31.382271,-58.019176,3200
1110,497,Sucursal 3,Av. Río Gallegos N° 186,Formosa,Clorinda,-25.283933,-57.716757,3610
1111,498,Sucursal 1,Av. 1 N° 396,Formosa,El Colorado,-26.299931,-59.369364,3603
1112,498,Sucursal 2,Camino 3 N° 631,Entre Ríos,Concordia,-31.384134,-58.018812,3200
1113,498,Sucursal 3,Avenida Rawson N° 64,Misiones,Puerto Iguazú,-25.597982,-54.579363,3370
1114,498,Sucursal 4,Avenida San Miguel de Tucumán N° 55,Chaco,Charata,-27.21763,-61.201151,3730
1115,499,Sucursal 1,Av. Ushuaia N° 734,Formosa,Pirané,-25.735774,-59.115333,3606
1116,499,Sucursal 2,Blv. Salta N° 93,Misiones,Apóstoles,-27.915251,-55.767206,3350
1117,499,Sucursal 3,Diagonal J.M. de Rosas N° 8018,Misiones,Apóstoles,-27.917968,-55.764866,3350
1118,500,Sucursal 1,Av. Alvear N° 1560,Entre Ríos,Concepción del Uruguay,-32.480221,-58.239363,3260
1119,500,Sucursal 2,Diagonal 7 N° 424,Formosa,Ingeniero Juárez,-23.899412,-61.852138,3636
1120,501,Sucursal 1,Avenida 6 N° 332,Formosa,Formosa Capital,-26.18037,-58.183148,3600
1121,501,Sucursal 2,Av. 2 N° 11,Misiones,Posadas,-27.369703,-55.893339,3300
1122,501,Sucursal 3,Diag. Neuquén N° 63,Entre Ríos,Gualeguay,-33.142445,-59.31966,2840
1123,501,Sucursal 4,Diagonal 1 N° 14,Entre Ríos,Paraná,-31.739414,-60.512013,3100
1124,502,Sucursal 1,Av. San Ferando del Valle de Catamarca N° 932,Misiones,Apóstoles,-27.915439,-55.765169,3350
1125,502,Sucursal 2,Boulevard Saavedra N° 81,Corrientes,Mercedes,-29.183104,-58.076906,3470
1126,502,Sucursal 3,Boulevard J.B. Alberdi N° 878,Chaco,Charata,-27.216377,-61.202747,3730
1127,502,Sucursal 4,Diagonal 8 N° 265,Chaco,Charata,-27.214692,-61.201177,3730
1128,503,Sucursal 1,Diagonal 8 N° 8124,Chaco,Barranqueras,-27.486139,-58.936285,3503
1129,503,Sucursal 2,Av. San Luis N° 562,Chaco,Villa Ángela,-27.584499,-60.715857,3540
1130,504,Sucursal 1,Camino Ushuaia N° 167,Corrientes,Paso de los Libres,-29.711877,-57.085144,3230
1131,504,Sucursal 2,Calle Ciudad Autónoma de Buenos Aires N° 864,Misiones,Puerto Iguazú,-25.599124,-54.576159,3370
1132,505,Sucursal 1,Av. Mendoza N° 66,Corrientes,Corrientes Capital,-27.482784,-58.835937,3400
1133,506,Sucursal 1,Calle Formosa N° 917,Formosa,El Colorado,-26.298527,-59.366214,3603
1134,506,Sucursal 2,Avenida Bahía Blanca N° 355,Formosa,Ingeniero Juárez,-23.900384,-61.851453,3636
1135,507,Sucursal 1,Avenida J.B. Alberdi N° 902,Formosa,Formosa Capital,-26.180454,-58.18139,3600
1136,507,Sucursal 2,Av. Salta N° 326,Misiones,Oberá,-27.483225,-55.116248,3360
1137,507,Sucursal 3,Calle 3 N° 2842,Chaco,Villa Ángela,-27.585323,-60.719349,3540
1138,507,Sucursal 4,Blv. La Rioja N° 162,Misiones,Posadas,-27.367334,-55.89494,3300
1139,507,Sucursal 5,Av. Belgrano N° 569,Misiones,Oberá,-27.48532,-55.118064,3360
1140,508,Sucursal 1,Boulevard Buenos Aires N° 8422,Entre Ríos,Paraná,-31.739427,-60.512364,3100
1141,508,Sucursal 2,Calle 3 N° 6787,Chaco,Charata,-27.21795,-61.199166,3730
1142,509,Sucursal 1,Avenida Mitre N° 4610,Formosa,Clorinda,-25.285137,-57.715932,3610
1143,510,Sucursal 1,Av. Ciudad Autónoma de Buenos Aires N° 240,Formosa,El Colorado,-26.298484,-59.366438,3603
1144,511,Sucursal 1,Boulevard Chubut N° 635,Entre Ríos,Concordia,-31.381501,-58.018071,3200
1145,511,Sucursal 2,Av. Salta N° 5972,Entre Ríos,Gualeguaychú,-33.00667,-58.513225,2820
1146,511,Sucursal 3,Blv. Misiones N° 757,Formosa,Ingeniero Juárez,-23.90089,-61.852138,3636
1147,511,Sucursal 4,Calle Alvear N° 53,Corrientes,Mercedes,-29.181191,-58.079662,3470
1148,512,Sucursal 1,Calle 4 N° 7086,Misiones,Puerto Iguazú,-25.598158,-54.576135,3370
1149,512,Sucursal 2,Avenida Bahía Blanca N° 1566,Corrientes,Paso de los Libres,-29.714493,-57.08748,3230
1150,512,Sucursal 3,Av. Formosa N° 7993,Chaco,Sáenz Peña,-26.790429,-60.437748,3700
1151,513,Sucursal 1,Avenida Formosa N° 741,Formosa,Clorinda,-25.281224,-57.715425,3610
1152,513,Sucursal 2,Avenida Bahía Blanca N° 2674,Entre Ríos,Gualeguaychú,-33.006262,-58.513116,2820
1153,513,Sucursal 3,Av. Alvear N° 35,Misiones,Apóstoles,-27.914204,-55.769001,3350
1154,513,Sucursal 4,Calle G. Brown N° 252,Corrientes,Mercedes,-29.17876,-58.079023,3470
1155,514,Sucursal 1,Camino Mitre N° 98,Entre Ríos,Gualeguaychú,-33.008625,-58.508898,2820
1156,514,Sucursal 2,Boulevard 1 N° 201,Formosa,El Colorado,-26.299861,-59.363879,3603
1157,515,Sucursal 1,Diagonal 6 N° 163,Entre Ríos,Gualeguaychú,-33.008972,-58.509333,2820
1158,516,Sucursal 1,Avenida Chaco N° 8297,Chaco,Barranqueras,-27.485528,-58.932135,3503
1159,517,Sucursal 1,Avenida Tucumán N° 73,Chaco,Charata,-27.218948,-61.202219,3730
1160,518,Sucursal 1,Calle 6 N° 7047,Misiones,Puerto Iguazú,-25.596055,-54.576896,3370
1161,518,Sucursal 2,Diagonal Neuquén N° 8418,Corrientes,Curuzú Cuatiá,-29.792587,-58.054394,3460
1162,519,Sucursal 1,Avenida La Rioja N° 910,Corrientes,Goya,-29.142222,-59.265503,3450
1163,519,Sucursal 2,Calle 3 N° 925,Entre Ríos,Concordia,-31.383219,-58.019344,3200
1164,519,Sucursal 3,Avenida Misiones N° 128,Corrientes,Paso de los Libres,-29.710349,-57.09024,3230
1165,520,Sucursal 1,Diag. 8 N° 130,Entre Ríos,Concordia,-31.386238,-58.019121,3200
1166,520,Sucursal 2,Av. La Plata N° 389,Corrientes,Paso de los Libres,-29.710279,-57.089268,3230
1167,520,Sucursal 3,Av. Neuquén N° 31,Chaco,Sáenz Peña,-26.794091,-60.438991,3700
1168,520,Sucursal 4,Calle Rosario N° 525,Corrientes,Curuzú Cuatiá,-29.791827,-58.052823,3460
1169,521,Sucursal 1,Calle Mendoza N° 76,Formosa,Ingeniero Juárez,-23.900913,-61.852037,3636
1170,521,Sucursal 2,Avenida 4 N° 339,Formosa,Clorinda,-25.281615,-57.716022,3610
1171,521,Sucursal 3,Calle Chubut N° 78,Formosa,Clorinda,-25.282879,-57.719105,3610
1172,521,Sucursal 4,Calle 6 N° 482,Formosa,Ingeniero Juárez,-23.898421,-61.849827,3636
1173,522,Sucursal 1,Boulevard Chaco N° 7935,Chaco,Charata,-27.218669,-61.198476,3730
1174,523,Sucursal 1,Diagonal Ushuaia N° 52,Entre Ríos,Concepción del Uruguay,-32.485008,-58.238916,3260
1175,523,Sucursal 2,Avenida San Martin N° 4424,Formosa,Clorinda,-25.281192,-57.716852,3610
1176,524,Sucursal 1,Diag. Malvinas Argentinas N° 766,Formosa,Ingeniero Juárez,-23.901889,-61.848959,3636
1177,524,Sucursal 2,Av. Malvinas Argentinas N° 6631,Corrientes,Paso de los Libres,-29.714715,-57.088371,3230
1178,524,Sucursal 3,Av. 8 N° 478,Misiones,Eldorado,-26.400455,-54.616614,3380
1179,524,Sucursal 4,Diagonal Corrientes N° 95,Misiones,Puerto Iguazú,-25.599523,-54.575692,3370
1180,524,Sucursal 5,Avenida Pte. Perón N° 554,Corrientes,Paso de los Libres,-29.713005,-57.087382,3230
1181,525,Sucursal 1,Boulevard Alem N° 9923,Entre Ríos,Gualeguay,-33.142532,-59.31797,2840
1182,525,Sucursal 2,Avenida Omar Nuñez N° 273,Entre Ríos,Concepción del Uruguay,-32.485356,-58.238231,3260
1183,525,Sucursal 3,Avenida Belgrano N° 7472,Corrientes,Paso de los Libres,-29.713491,-57.087758,3230
1184,526,Sucursal 1,Av. Neuquén N° 608,Entre Ríos,Concordia,-31.380443,-58.017036,3200
1185,526,Sucursal 2,Avenida Santiago del Estero N° 7712,Formosa,Pirané,-25.733856,-59.11379,3606
1186,527,Sucursal 1,Diagonal San Juan N° 353,Chaco,Sáenz Peña,-26.790059,-60.435731,3700
1187,527,Sucursal 2,Diagonal Alvear N° 793,Formosa,Formosa Capital,-26.180666,-58.184095,3600
1188,528,Sucursal 1,Calle San Salvador de Jujuy N° 35,Entre Ríos,Concordia,-31.38335,-58.019069,3200
1189,529,Sucursal 1,Diag. San Martin N° 62,Formosa,Clorinda,-25.282349,-57.71919,3610
1190,529,Sucursal 2,Calle 4 N° 1110,Corrientes,Mercedes,-29.181931,-58.07773,3470
1191,529,Sucursal 3,Calle Río Negro N° 98,Corrientes,Paso de los Libres,-29.711351,-57.085145,3230
1192,529,Sucursal 4,Diag. 3 N° 856,Chaco,Resistencia,-27.453712,-58.982749,3500
1193,530,Sucursal 1,Calle Río Negro N° 592,Chaco,Sáenz Peña,-26.79163,-60.435156,3700
1194,530,Sucursal 2,Diagonal J.J. Castelli N° 37,Corrientes,Paso de los Libres,-29.714403,-57.087952,3230
1195,530,Sucursal 3,Calle 169 B N° 114,Formosa,Formosa Capital,-26.184629,-58.182019,3600
1196,531,Sucursal 1,Av. Malvinas Argentinas N° 230,Entre Ríos,Gualeguay,-33.139963,-59.315837,2840
1197,531,Sucursal 2,Av. G. Brown N° 95,Misiones,Eldorado,-26.400863,-54.6157,3380
1198,532,Sucursal 1,Diagonal Malvinas Argentinas N° 195,Formosa,Formosa Capital,-26.183232,-58.185416,3600
1199,532,Sucursal 2,Av. 8 N° 11,Misiones,Apóstoles,-27.919052,-55.768196,3350
1200,532,Sucursal 3,Avenida Malvinas Argentinas N° 5710,Formosa,Formosa Capital,-26.184915,-58.180646,3600
1201,533,Sucursal 1,Av. 2 N° 475,Corrientes,Paso de los Libres,-29.711373,-57.085518,3230
1202,533,Sucursal 2,Av. 8 N° 195,Formosa,Formosa Capital,-26.182231,-58.180468,3600
1203,534,Sucursal 1,Diagonal Alvear N° 2798,Formosa,El Colorado,-26.298925,-59.368784,3603
1204,534,Sucursal 2,Camino Mitre N° 951,Formosa,El Colorado,-26.299261,-59.365139,3603
1205,535,Sucursal 1,Boulevard G. Brown N° 594,Misiones,Apóstoles,-27.918488,-55.765727,3350
1206,535,Sucursal 2,Avenida 1 N° 7443,Formosa,Formosa Capital,-26.183271,-58.183045,3600
1207,536,Sucursal 1,Avenida G. Brown N° 599,Formosa,Pirané,-25.736194,-59.115116,3606
1208,536,Sucursal 2,Calle Mendoza N° 55,Misiones,Puerto Iguazú,-25.594919,-54.580885,3370
1209,536,Sucursal 3,Calle Corrientes N° 94,Misiones,Apóstoles,-27.917813,-55.767442,3350
1210,536,Sucursal 4,Diagonal 2 N° 814,Misiones,Apóstoles,-27.919484,-55.768639,3350
1211,537,Sucursal 1,Av. Rivadavia N° 290,Entre Ríos,Gualeguaychú,-33.009815,-58.511216,2820
1212,537,Sucursal 2,Av. Alvear N° 8118,Chaco,Charata,-27.215406,-61.200075,3730
1213,538,Sucursal 1,Diag. Neuquén N° 8875,Formosa,Ingeniero Juárez,-23.89895,-61.84904,3636
1214,538,Sucursal 2,Diagonal 4 N° 185,Entre Ríos,Concordia,-31.383064,-58.016881,3200
1215,539,Sucursal 1,Calle Río Gallegos N° 720,Formosa,Clorinda,-25.285966,-57.71812,3610
1216,540,Sucursal 1,Calle Salta N° 449,Misiones,Eldorado,-26.399298,-54.617583,3380
1217,540,Sucursal 2,Diagonal Chaco N° 25,Chaco,Charata,-27.217777,-61.202831,3730
1218,540,Sucursal 3,Avenida Mendoza N° 554,Corrientes,Goya,-29.142631,-59.263502,3450
1219,540,Sucursal 4,Diagonal 4 N° 552,Entre Ríos,Concepción del Uruguay,-32.482096,-58.235609,3260
1220,541,Sucursal 1,Calle Chilecito N° 238,Misiones,Eldorado,-26.402416,-54.617629,3380
1221,541,Sucursal 2,Calle 3 N° 989,Misiones,Oberá,-27.483828,-55.119361,3360
1222,542,Sucursal 1,Avenida Catamarca N° 7834,Chaco,Barranqueras,-27.484892,-58.934427,3503
1223,543,Sucursal 1,Blv. Comodoro Rivadavia N° 418,Entre Ríos,Gualeguaychú,-33.010407,-58.511971,2820
1224,543,Sucursal 2,Blv. Santa Cruz N° 863,Misiones,Posadas,-27.369081,-55.895869,3300
1225,544,Sucursal 1,Camino Santiago del Estero N° 27,Misiones,Apóstoles,-27.915753,-55.767165,3350
1226,545,Sucursal 1,Diagonal San Juan N° 1664,Chaco,Villa Ángela,-27.586178,-60.716882,3540
1227,545,Sucursal 2,Avenida 4 N° 437,Corrientes,Corrientes Capital,-27.477585,-58.835334,3400
1228,546,Sucursal 1,Avenida San Juan N° 5214,Misiones,Posadas,-27.366665,-55.89425,3300
1229,546,Sucursal 2,Diagonal Belgrano N° 7476,Corrientes,Paso de los Libres,-29.711655,-57.089265,3230
1230,547,Sucursal 1,Camino San Salvador de Jujuy N° 124,Formosa,Clorinda,-25.281431,-57.715696,3610
1231,547,Sucursal 2,Calle G. Brown N° 741,Chaco,Resistencia,-27.450411,-58.98642,3500
1232,547,Sucursal 3,Calle J.B. Alberdi N° 157,Misiones,Puerto Iguazú,-25.598989,-54.577787,3370
1233,548,Sucursal 1,Boulevard 6 N° 629,Formosa,Pirané,-25.735016,-59.118109,3606
1234,548,Sucursal 2,Av. San Martin N° 575,Chaco,Charata,-27.213723,-61.200588,3730
1235,549,Sucursal 1,Calle 5 N° 7856,Formosa,El Colorado,-26.298543,-59.369148,3603
1236,549,Sucursal 2,Diagonal Rivadavia N° 911,Formosa,Ingeniero Juárez,-23.902432,-61.850979,3636
1237,550,Sucursal 1,Avenida G. Brown N° 298,Formosa,Ingeniero Juárez,-23.898193,-61.850148,3636
1238,551,Sucursal 1,Diagonal J.M. de Rosas N° 132,Misiones,Oberá,-27.481526,-55.115791,3360
1239,552,Sucursal 1,Avenida J.M. de Rosas N° 1784,Formosa,Clorinda,-25.281475,-57.717103,3610
1240,552,Sucursal 2,Calle Salta N° 2221,Formosa,Pirané,-25.73442,-59.117214,3606
1241,553,Sucursal 1,Calle J.M. de Rosas N° 86,Formosa,El Colorado,-26.299908,-59.365671,3603
1242,553,Sucursal 2,Calle 8 N° 77,Formosa,Pirané,-25.735216,-59.119588,3606
1243,554,Sucursal 1,Camino 6 N° 373,Formosa,Ingeniero Juárez,-23.900005,-61.849035,3636
1244,555,Sucursal 1,Avenida Comodoro Rivadavia N° 653,Chaco,Villa Ángela,-27.580677,-60.716504,3540
1245,555,Sucursal 2,Avenida San Martin N° 58,Formosa,El Colorado,-26.297883,-59.364259,3603
1246,556,Sucursal 1,Calle Paraná N° 8984,Formosa,Clorinda,-25.285096,-57.716925,3610
1247,557,Sucursal 1,Calle La Rioja N° 232,Corrientes,Mercedes,-29.179821,-58.077307,3470
1248,557,Sucursal 2,Diagonal La Rioja N° 721,Misiones,Puerto Iguazú,-25.597738,-54.576439,3370
1249,557,Sucursal 3,Diagonal J.B. Alberdi N° 93,Corrientes,Curuzú Cuatiá,-29.788896,-58.052224,3460
1250,558,Sucursal 1,Av. Santiago del Estero N° 449,Chaco,Charata,-27.215824,-61.201461,3730
1251,558,Sucursal 2,Diag. Santa Fe N° 974,Formosa,El Colorado,-26.301583,-59.368269,3603
1252,559,Sucursal 1,Av. 9 N° 82,Chaco,Sáenz Peña,-26.795034,-60.436318,3700
1253,560,Sucursal 1,Diagonal Merlo N° 46,Misiones,Apóstoles,-27.916788,-55.763752,3350
1254,560,Sucursal 2,Avenida 2 N° 69,Misiones,Puerto Iguazú,-25.596318,-54.581378,3370
1255,560,Sucursal 3,Avenida 129 B N° 479,Chaco,Resistencia,-27.452464,-58.988425,3500
1256,561,Sucursal 1,Calle Misiones N° 890,Entre Ríos,Concordia,-31.382996,-58.015834,3200
1257,561,Sucursal 2,Avenida 181 A N° 418,Corrientes,Goya,-29.137617,-59.262785,3450
1258,562,Sucursal 1,Avenida 4 N° 428,Corrientes,Goya,-29.138242,-59.265196,3450
1259,562,Sucursal 2,Diagonal Mitre N° 4196,Formosa,El Colorado,-26.301212,-59.369319,3603
1260,563,Sucursal 1,Diagonal Pte. Perón N° 957,Misiones,Oberá,-27.48227,-55.114386,3360
1261,563,Sucursal 2,Calle 7 N° 138,Misiones,Eldorado,-26.397341,-54.615355,3380
1262,563,Sucursal 3,Diagonal J.B. Alberdi N° 184,Corrientes,Mercedes,-29.182884,-58.078474,3470
1263,564,Sucursal 1,Av. Catamarca N° 1510,Corrientes,Paso de los Libres,-29.712668,-57.085526,3230
1264,564,Sucursal 2,Calle San Martin N° 5256,Entre Ríos,Gualeguay,-33.139111,-59.318189,2840
1265,564,Sucursal 3,Avenida Comodoro Rivadavia N° 427,Corrientes,Curuzú Cuatiá,-29.791272,-58.056566,3460
1266,564,Sucursal 4,Diag. 4 N° 73,Misiones,Posadas,-27.368124,-55.895594,3300
1267,564,Sucursal 5,Avenida 6 N° 4685,Misiones,Eldorado,-26.398165,-54.615236,3380
1268,565,Sucursal 1,Camino La Rioja N° 834,Chaco,Sáenz Peña,-26.794334,-60.440049,3700
1269,565,Sucursal 2,Calle Neuquén N° 219,Chaco,Villa Ángela,-27.583663,-60.718174,3540
1270,566,Sucursal 1,Av. Omar Nuñez N° 43,Corrientes,Goya,-29.140458,-59.263452,3450
1271,566,Sucursal 2,Diag. San Juan N° 549,Corrientes,Paso de los Libres,-29.713901,-57.087957,3230
1272,566,Sucursal 3,Diagonal 8 N° 992,Entre Ríos,Concordia,-31.384822,-58.018034,3200
1273,566,Sucursal 4,Diagonal 2 N° 8085,Corrientes,Mercedes,-29.182122,-58.077606,3470
1274,566,Sucursal 5,Avenida Ushuaia N° 164,Chaco,Charata,-27.219574,-61.197199,3730
1275,567,Sucursal 1,Calle Constitución N° 531,Entre Ríos,Concepción del Uruguay,-32.481627,-58.234555,3260
1276,568,Sucursal 1,Diagonal Entre Ríos N° 117,Chaco,Villa Ángela,-27.582984,-60.717844,3540
1277,569,Sucursal 1,Boulevard G. Brown N° 434,Entre Ríos,Concordia,-31.385568,-58.014498,3200
1278,569,Sucursal 2,Av. Mitre N° 660,Misiones,Apóstoles,-27.917369,-55.764241,3350
1279,570,Sucursal 1,Blv. Saavedra N° 75,Chaco,Villa Ángela,-27.584495,-60.714082,3540
1280,570,Sucursal 2,Diagonal Entre Ríos N° 21,Entre Ríos,Gualeguay,-33.143287,-59.318438,2840
1281,570,Sucursal 3,Av. Santa Rosa N° 573,Chaco,Resistencia,-27.448605,-58.984812,3500
1282,570,Sucursal 4,Av. Formosa N° 191,Entre Ríos,Gualeguay,-33.140833,-59.314964,2840
1283,571,Sucursal 1,Avenida 1 N° 196,Corrientes,Curuzú Cuatiá,-29.787761,-58.051657,3460
1284,571,Sucursal 2,Avenida 1 N° 92,Formosa,Formosa Capital,-26.181878,-58.180741,3600
1285,572,Sucursal 1,Calle Entre Ríos N° 278,Entre Ríos,Gualeguaychú,-33.008266,-58.508289,2820
1286,572,Sucursal 2,Av. Alvear N° 790,Corrientes,Paso de los Libres,-29.710854,-57.086309,3230
1287,573,Sucursal 1,Camino Corrientes N° 126,Corrientes,Curuzú Cuatiá,-29.790589,-58.053687,3460
1288,573,Sucursal 2,Diagonal Entre Ríos N° 161,Formosa,Pirané,-25.731873,-59.11698,3606
1289,573,Sucursal 3,Diagonal 9 N° 994,Corrientes,Corrientes Capital,-27.478928,-58.833752,3400
1290,573,Sucursal 4,Avenida 7 N° 110,Chaco,Resistencia,-27.450319,-58.983854,3500
1291,574,Sucursal 1,Diagonal 1 N° 6043,Corrientes,Corrientes Capital,-27.481096,-58.83383,3400
1292,575,Sucursal 1,Av. 1 N° 428,Formosa,Ingeniero Juárez,-23.902507,-61.852053,3636
1293,575,Sucursal 2,Calle Bahía Blanca N° 282,Formosa,Clorinda,-25.282019,-57.715094,3610
1294,576,Sucursal 1,Calle 6 N° 9731,Formosa,El Colorado,-26.298885,-59.364944,3603
1295,577,Sucursal 1,Boulevard Malvinas Argentinas N° 551,Misiones,Apóstoles,-27.91683,-55.765289,3350
1296,577,Sucursal 2,Camino Santa Cruz N° 3398,Chaco,Villa Ángela,-27.585259,-60.716142,3540
1297,578,Sucursal 1,Diag. Mendoza N° 888,Chaco,Charata,-27.218508,-61.200513,3730
1298,578,Sucursal 2,Calle Santa Fe N° 223,Chaco,Resistencia,-27.451739,-58.986336,3500
1299,579,Sucursal 1,Diag. Mendoza N° 825,Corrientes,Corrientes Capital,-27.477811,-58.832061,3400
1300,580,Sucursal 1,Av. Misiones N° 641,Formosa,El Colorado,-26.29924,-59.364259,3603
1301,580,Sucursal 2,Calle La Pampa N° 22,Misiones,Apóstoles,-27.91851,-55.765492,3350
1302,580,Sucursal 3,Avenida 7 N° 992,Chaco,Resistencia,-27.453801,-58.984892,3500
1303,580,Sucursal 4,Avenida 2 N° 167,Formosa,El Colorado,-26.301439,-59.369166,3603
1304,581,Sucursal 1,Diagonal Formosa N° 1162,Chaco,Resistencia,-27.448417,-58.987896,3500
1305,581,Sucursal 2,Av. 3 N° 5370,Entre Ríos,Gualeguaychú,-33.007645,-58.50916,2820
1306,582,Sucursal 1,Diag. 6 N° 169,Entre Ríos,Concordia,-31.383335,-58.018353,3200
1307,582,Sucursal 2,Diagonal 5 N° 755,Chaco,Sáenz Peña,-26.794057,-60.435928,3700
1308,583,Sucursal 1,Boulevard Bahía Blanca N° 239,Chaco,Charata,-27.215221,-61.200708,3730
1309,583,Sucursal 2,Avenida Pte. Perón N° 13,Misiones,Puerto Iguazú,-25.595062,-54.578,3370
1310,583,Sucursal 3,Avenida Rawson N° 187,Chaco,Charata,-27.21534,-61.201864,3730
1311,584,Sucursal 1,Camino Posadas N° 987,Misiones,Puerto Iguazú,-25.595445,-54.581427,3370
1312,585,Sucursal 1,Av. Formosa N° 932,Chaco,Barranqueras,-27.482594,-58.930856,3503
1313,585,Sucursal 2,Av. Güemes N° 1793,Misiones,Oberá,-27.482803,-55.115817,3360
1314,585,Sucursal 3,Avenida Mitre N° 293,Corrientes,Curuzú Cuatiá,-29.792638,-58.056501,3460
1315,586,Sucursal 1,Diagonal 7 N° 4010,Entre Ríos,Gualeguaychú,-33.008415,-58.512527,2820
1316,586,Sucursal 2,Av. Alem N° 5618,Misiones,Eldorado,-26.398749,-54.615283,3380
1317,587,Sucursal 1,Avenida Pte. Perón N° 4199,Corrientes,Curuzú Cuatiá,-29.792128,-58.056947,3460
1318,587,Sucursal 2,Av. Constitución N° 464,Misiones,Posadas,-27.364514,-55.896274,3300
1319,588,Sucursal 1,Blv. 9 N° 821,Formosa,El Colorado,-26.297364,-59.363897,3603
1320,588,Sucursal 2,Diag. Río Gallegos N° 849,Formosa,El Colorado,-26.298743,-59.364841,3603
1321,589,Sucursal 1,Camino San Juan N° 8980,Chaco,Villa Ángela,-27.583273,-60.717414,3540
1322,590,Sucursal 1,Avenida 6 N° 318,Entre Ríos,Concordia,-31.384075,-58.013892,3200
1323,590,Sucursal 2,Diagonal Formosa N° 1378,Formosa,Pirané,-25.736053,-59.118624,3606
1324,591,Sucursal 1,Camino Río Negro N° 48,Formosa,Clorinda,-25.283343,-57.717665,3610
1325,592,Sucursal 1,Avenida Pte. Perón N° 2086,Corrientes,Mercedes,-29.183762,-58.077638,3470
1326,592,Sucursal 2,Av. San Martin N° 994,Misiones,Puerto Iguazú,-25.599349,-54.580899,3370
1327,593,Sucursal 1,Av. Santa Cruz N° 248,Corrientes,Mercedes,-29.181305,-58.07606,3470
1328,594,Sucursal 1,Calle Misiones N° 9490,Entre Ríos,Concepción del Uruguay,-32.483436,-58.237619,3260
1329,594,Sucursal 2,Av. Formosa N° 12,Chaco,Villa Ángela,-27.582622,-60.715131,3540
1330,595,Sucursal 1,Calle 2 N° 1158,Formosa,Clorinda,-25.284422,-57.714344,3610
1331,595,Sucursal 2,Avenida 7 N° 265,Misiones,Posadas,-27.365679,-55.896152,3300
1332,596,Sucursal 1,Blv. Mendoza N° 28,Formosa,Pirané,-25.731182,-59.115755,3606
